lemma,noun_roles_top,head_verbs_top,amod_top,compound_top,examples
partner,obl:12 | conj:5 | obj:3 | nsubj:3 | root:2 | xcomp:2 | advcl:1,become:2 | have:2 | use:2 | demand:1 | operate:1 | drive:1 | replace:1 | shift:1 | talk:1 | work:1 | see:1 | feel:1,creative:4 | full:2 | collaborative:2 | editorial:1 | great:1 | serious:1 | many:1 | human:1 | true:1,writing:5 | editorial:2 | chatbot:1 | research:1 | workshop:1 | business:1,"It is n't a chatbot or collaborative partner in any way . || I 'd like to add , my experience with existing AI models is that they are overly eager to please , and so ( though I 'm sure this will change ) , I do n't fully trust the model to be sufficiently critical and demanding as an editorial partner . || I would love to get the point where AI operates as a full editorial partner || Essentially becoming this full editorial partner we 've been discussing ."
description,obj:14 | obl:7 | conj:3 | nsubj:2 | compound:1,write:4 | create:2 | provide:2 | come:2 | generate:2 | refine:1 | get:1 | capture:1 | use:1 | base:1 | build:1 | creat:1,sonic:1 | related:1 | good:1 | perfect:1 | short:1 | brief:1 | old:1,listing:3 | video:1 | conception:1 | performance:1 | product:1 | eBay:1,"So I told ChatGPT about the themes of the tracks , and a sonic description of each song . || For the YouTube , a typical project is storyboarding the video , shooting the footage , editing , then prepping thumbnails , writing descriptions and titles , etc . || I also use VidIQ and YouTube 's AI tools to assist me with refining my video descriptions and titles . || I wrote up the description , but I was struggling with a catchy title ( as I often do ) ."
output,obj:10 | nmod:7 | nsubj:5 | obl:3 | conj:1 | nsubj:pass:1,improve:3 | alter:2 | use:2 | mean:2 | inspect:1 | download:1 | rewrite:1 | have:1 | vary:1 | produce:1 | expect:1 | look:1,creative:4 | good:3 | own:2 | generate:1 | complete:1 | final:1 | increase:1,AI:1 | audio:1 | image:1,"The biggest change is the time I now save and therefore a better output . || There is one creator who only puts out AI - generated assets , and does n't alter them much from the generated output , so he can put out a new asset pack once or twice a week and charge $ 6 for each pack because of how good they look and how many assets are included . || I have used AI for complete creative output for things like , say , when a relative wants a logo for their business that looks very "" painterly "" — not my forte , but they are also less aware of what is AI - generated , so a good AI output plus some touchups in Photoshop means that I do n't have to expend as much effort for projects that are either unpaid or involve multiple changes if the "" client "" does n't know what they want . || That , and as I wrote previously , there are some who do take what AI says as gospel and they fail to fact - check or inspect the output for mistakes ."
market,obj:8 | nsubj:5 | obl:4 | nmod:3 | compound:3 | nsubj:pass:2 | conj:1 | root:1,flood:3 | oversaturate:2 | upload:1 | use:1 | look:1 | add:1 | crowd:1 | be:1 | become:1 | make:1 | hit:1 | clutter:1,appropriate:1 | tough:1 | certain:1 | local:1,flood:1 | job:1 | end:1 | art:1,"I 'll then draw the assets on Procreate , export them to my PC , organize and name the files , create product listing images and promos for them , then upload them to the appropriate markets . || I 'm worried that the AI - generated assets will oversaturate the market and take exposure away from creators who design things by hand . || There 's AI writing stories and "" stealing "" readers , allegedly , but if readers think AI - written stories are "" good , "" then that 's their business , and they 're probably not my market anyhow . || While it can be abused , this will not be at the cost of human creativity , of the market for human creativity ."
cover,obj:10 | compound:8 | obl:5 | nmod:2 | conj:1 | xcomp:1 | root:1,create:3 | make:2 | generate:2 | design:1 | judge:1 | draft:1 | need:1 | work:1 | paint:1 | look:1 | complete:1,heavy:1 | own:1 | complete:1,book:5 | placeholder:1 | artist:1 | album:1,"Another project I used it for was to help design a book cover layout that I was pressed for time to illustrate . || In the field in general , I 'm super concerned about the use of AI to write stories and design book covers . || I used AI to help create a placeholder cover for my game - something eye - catching that helped visually represent what the game was about and attract players to my table . || I am working right now on the content of the first one , and once I have it finished , arranged , edited , etc , I will design the cover and publish it to Amazon and possibly other avenues , in digital and paperback versions ."
thought,obj:9 | obl:5 | nmod:4 | compound:4 | conj:3 | nsubj:2,use:2 | record:1 | translate:1 | ask:1 | come:1 | put:1 | refine:1 | hear:1 | lead:1 | order:1 | iterate:1 | organize:1,own:4 | creative:1 | certain:1,side:1,"I especially like recording my thoughts . || AI is already able to create photorealistic or stylized videos - I think in the future it will just get better at translating the users thoughts and ideas into something tangible - the foundation is there and only getting stronger . || For models that provides follow - ups and their own thoughts or perspectives , I think AI does consider things that I have n't considered before . || And creatively , it 's been a great sounding board for ideas , like with the organization of the book , where I can tell it what I am trying to do from a very high level , and ask for thoughts and ideas on how to accomplish it , and we can go back and forth with iterations of the ideas , and it will make suggestions that I might not go with precisely but will sometimes spark a different way of viewing things that will help me decide on the right approach ."
money,obj:15 | obl:4 | conj:3 | nmod:3 | xcomp:1 | compound:1,make:12 | hit:1 | stiff:1 | earn:1 | donate:1 | mean:1 | have:1 | save:1,less:2 | decent:1 | most:1 | much:1 | more:1,,"I imagine that if a human VFX designer could use AI tools to automate some parts of the process , it could save a lot of time and money in what is currently an expensive and time consuming process , allowing us to create more realistic looking and exciting visual effects quicker and for less money . || I find that when a long caption is needed , say for an Instagram Reel like I needed here , it does excellent and hits it on the money every time ( Granted , I provide a lot of detail . || I run a small business / hobby ( technically a business , since I make money from it and treat it as a business ) doing fantasy map commissions for independent authors and DnD players . || There are people in book publishing making money by having AI write books for them and I think that 's both both morally wrong and leads to an inferior product ."
tone,obj:14 | conj:5 | nmod:4 | obl:4,use:2 | achieve:1 | have:1 | lose:1 | ask:1 | preferese:1 | know:1 | change:1 | meet:1 | set:1 | find:1 | write:1,right:2 | consistent:1 | particular:1 | necessary:1 | specific:1 | whole:1 | overall:1,skin:1,"I felt positive about the experience , as using AI helped me achieve a consistent tone and saved a lot of time from having to research things and write from scratch || I make sure all content undergoes multiple human checks , not only to ensure there are no hallucinations , but also to check for any issues with tone and style . || There is no HR department on film or TV productions usually so those tasks fall to the production management team who are not necessarily HR experts , so it 's helpful to use AI to draft something that has the right tone . || I would AI to evolve to the point that it has a deeper understanding of tone and style in shifting contexts ."
reader,obl:10 | nsubj:7 | nmod:4 | conj:3 | obj:2 | root:1,feel:2 | act:2 | think:1 | run:1 | use:1 | love:1 | want:1 | land:1 | turn:1 | keep:1 | double:1 | capture:1,human:2 | intuitive:1 | casual:1 | many:1 | western:1,beta:4 | steal:1 | time:1 | proof:1 | day:1,"But it wo n't have the deeper nuances that only a human can weave throughout the story - the slow burn emotional response a reader might feel from reading a book by an accomplished author . || There 's AI writing stories and "" stealing "" readers , allegedly , but if readers think AI - written stories are "" good , "" then that 's their business , and they 're probably not my market anyhow . || I had all of these devotionals which I had written individually but did n't want to just put them in a random order , or something kind of arbitrary like alphabetical , and I did n't necessarily want to go in biblical order by the passage I used for each one , but something that would be meaningful for the readers . || One of my beta readers is a biologist , and I usually run these things past her , but she was away from the computer ."
track,obj:17 | obl:5 | nmod:2 | appos:1 | compound:1,keep:11 | lose:4 | make:2 | get:1 | send:1 | split:1 | stay:1 | record:1,several:1 | different:1 | specific:1,,"For example , I have an EP 's worth ( 4 tracks ) of instrumental electronic music . || So I told ChatGPT about the themes of the tracks , and a sonic description of each song . || Then I told it the 4 working track names , what I liked , and what I did n't . || He sometimes makes tracks with Suno AI and writes over them ."
edit,obj:13 | conj:8 | obl:4 | nsubj:1,make:6 | do:2 | see:1 | clean:1 | have:1 | rewrite:1 | generate:1 | finish:1 | use:1 | flow:1 | recommend:1 | change:1,several:1 | minor:1 | second:1 | obvious:1 | basic:1,level:1 | correct:1 | AI:1 | seo:1 | self:1,"Often I 'll get AI to do the heavy lifting of writing the initial content , then I 'll "" tidy up "" , making edits to give a more human feel and remove any typical AI phrases or giveaways . || I pretty much run the show , I come up with content ideas , film , edit , generate captions / hashtags , post and even respond to comments . || I 'd say it primarily has just become a bit faster and easier , like when I used to do all manual proofreading / editing , it took a lot longer because I would read and reread , literally forward and backward , to make sure I caught everything , and then I would do word level , sentence level , and paragraph level edits , with multiple rereads for each . || I typically make edits on the fly , but usually make several edits / refinements throughout the process ."
